User Name,Slack Integration,Most Used Page,Had Free Trial,User MRR,Weekly Logins,Company Name,Industry,Company Size,Territory,Sales Call in Trial,Zendesk Integration,Salesforce Integration,Gmail Integration,Most common referrer,Most common IP,Sales Touches to Close,Used Admin Panel,Has Issued Support Request
Anna Dent,Yes,/tool/storyboard,Yes,39,7,Wal-Mart Stores,Other,>$10B,Midwest,Yes,No,No,No,/facebook.com,192.200.200.99,11,No,No
Christopher Kemper,No,/tool/storyboard,No,39,5,Wal-Mart Stores,Other,>$10B,Midwest,No,Yes,No,Yes,/quora,138.68.240.218,6,Yes,Yes
Dolores Cook,No,/tool/storyboard,No,39,2,Wal-Mart Stores,Other,>$10B,Midwest,Yes,No,No,Yes,/slack.com,138.68.41.90,14,No,Yes
Kenneth Waters,No,/tool/storyboard,No,39,5,Wal-Mart Stores,Other,>$10B,Midwest,No,Yes,Yes,Yes,/tripadvisor.com,134.209.44.228,11,No,Yes
Christy Jackson,No,/tool/storyboard,No,169,2,Wal-Mart Stores,Other,>$10B,Midwest,No,Yes,Yes,No,zoom.com,174.138.54.49,9,Yes,Yes
Jason Graham,Yes,/tool/storyboard,Yes,39,14,Wal-Mart Stores,Other,>$10B,Midwest,Yes,Yes,Yes,Yes,/facebook.com,138.68.41.90,12,No,Yes
Wayne Brown,Yes,/tool/storyboard,Yes,39,11,Wal-Mart Stores,Other,>$10B,Midwest,Yes,Yes,No,No,/tripadvisor.com,159.203.166.41,4,Yes,Yes
Jim Horgan,Yes,/tool/storyboard,Yes,169,6,Wal-Mart Stores,Other,>$10B,Midwest,Yes,No,No,Yes,/facebook.com,67.205.132.241,7,No,Yes
Lois Dangelo,No,/tool/storyboard,No,39,5,Wal-Mart Stores,Other,>$10B,Midwest,No,No,Yes,Yes,/facebook.com,162.243.108.161,7,No,Yes
Terri Womack,Yes,/tool/storyboard,Yes,1299,11,Wal-Mart Stores,Other,>$10B,Midwest,Yes,Yes,No,Yes,zoom.com,162.243.107.120,11,Yes,Yes
Marion Caudill,No,/tool/storyboard,No,39,3,Wal-Mart Stores,Other,>$10B,Midwest,No,No,Yes,No,/google.com,162.243.108.161,6,No,No
Billy Otis,No,/tool/storyboard,No,39,3,Wal-Mart Stores,Other,>$10B,Midwest,Yes,No,Yes,Yes,hotels.com,134.209.44.228,4,No,No
Kimberly Magnall,No,/tool/storyboard,No,39,6,Wal-Mart Stores,Other,>$10B,Midwest,No,Yes,No,Yes,/slack.com,67.205.132.241,7,Yes,Yes
Kathy Jack,No,/tool/storyboard,No,39,4,Wal-Mart Stores,Other,>$10B,Midwest,Yes,Yes,Yes,Yes,zoom.com,34.87.141.207,8,Yes,No
John Mcclellan,No,/tool/storyboard,No,39,4,Wal-Mart Stores,Other,>$10B,Midwest,No,Yes,No,No,/facebook.com,162.243.108.141,10,Yes,Yes
Patricia Mcdougal,No,/tool/storyboard,No,39,7,Wal-Mart Stores,Other,>$10B,Midwest,Yes,Yes,Yes,Yes,/slack.com,34.87.141.207,10,No,No
Robert Jones,No,/tool/storyboard,No,39,4,Wal-Mart Stores,Other,>$10B,Midwest,No,Yes,Yes,Yes,/tripadvisor.com,198.199.120.102,15,No,No
Clark Norton,Yes,/tool/storyboard,Yes,169,6,Wal-Mart Stores,Other,>$10B,Midwest,No,No,No,Yes,/google.com,191.96.42.80,9,Yes,Yes
Sandra Furnas,No,/tool/storyboard,No,39,4,Whitesell Corporation,Manufacturing,<$100M,Midwest,Yes,No,Yes,No,/mail.google.com,34.87.141.207,11,No,No
Donna Russo,No,/tool/storyboard,No,39,2,Whitesell Corporation,Manufacturing,<$100M,Midwest,No,No,No,No,/google.com,142.93.8.33,8,No,Yes
Harold Price,No,/home,No,39,4,Whitesell Corporation,Manufacturing,<$100M,Midwest,No,Yes,Yes,Yes,/facebook.com,162.243.107.120,15,Yes,Yes
Marcus Kidwell,Yes,/tool/storyboard,Yes,39,4,Whitesell Corporation,Manufacturing,<$100M,Midwest,No,No,Yes,No,/quora,165.227.215.62,5,No,No
Suzy Nguyen,Yes,/tool/storyboard,Yes,39,15,Whitesell Corporation,Manufacturing,<$100M,Midwest,No,Yes,No,Yes,hotels.com,72.35.40.34,13,Yes,No
David Gonzales,Yes,/tool/storyboard,Yes,169,5,Whitesell Corporation,Manufacturing,<$100M,Midwest,Yes,No,Yes,Yes,/quora,191.96.42.80,10,No,No
Kevin Dillahunt,Yes,/tool/storyboard,Yes,39,11,Whitesell Corporation,Manufacturing,<$100M,Midwest,No,Yes,Yes,Yes,/quora,198.199.120.102,4,Yes,Yes
Joaquin Beals,No,/tool/storyboard,No,169,4,Whitesell Corporation,Manufacturing,<$100M,Midwest,Yes,Yes,Yes,Yes,zoom.com,67.205.132.241,10,Yes,No
Eric Trost,No,/tool/storyboard,No,169,5,Whitesell Corporation,Manufacturing,<$100M,Midwest,No,No,No,Yes,zoom.com,159.203.166.41,9,No,No
Stacey Willis,Yes,/tool/storyboard,Yes,39,14,Whitesell Corporation,Manufacturing,<$100M,Midwest,Yes,Yes,No,No,zoom.com,138.197.222.35,15,No,Yes
Edwin Wilkins,No,/tool/storyboard,No,169,4,Whitesell Corporation,Manufacturing,<$100M,Midwest,No,No,No,Yes,/quora,142.93.8.33,8,No,Yes
Erik Hall,No,/tool/storyboard,Yes,169,8,Whitesell Corporation,Manufacturing,<$100M,Midwest,No,Yes,No,No,/quora,192.200.200.99,11,Yes,No
Charles Bryant,Yes,/tool/storyboard,Yes,39,7,Whitesell Corporation,Manufacturing,<$100M,Midwest,No,Yes,Yes,Yes,/tripadvisor.com,138.197.222.35,16,No,Yes
Roger Joaquin,No,/tool/storyboard,No,169,5,Whitesell Corporation,Manufacturing,<$100M,Midwest,No,Yes,Yes,Yes,/google.com,162.243.108.161,9,Yes,No
Melvin Carroll,Yes,/tool/storyboard,Yes,39,9,Whitesell Corporation,Manufacturing,<$100M,Midwest,Yes,No,No,Yes,/mail.google.com,162.243.108.161,5,Yes,Yes
Robert Phillips,No,/tool/storyboard,No,169,4,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,No,No,/google.com,159.203.166.41,8,Yes,Yes
Kevin Broussard,No,/tool/storyboard,No,169,6,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,Yes,No,/slack.com,102.129.249.120,9,Yes,No
Victoria Godfrey,No,/dashboard,Yes,39,12,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,Yes,No,/facebook.com,192.200.200.99,6,Yes,No
Dorothy Pecora,No,/tool/storyboard,Yes,169,14,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,No,Yes,/mail.google.com,191.96.42.80,4,Yes,No
Mildred Rivali,No,/tool/storyboard,No,39,4,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,Yes,/tripadvisor.com,165.227.215.62,9,Yes,Yes
John Thacker,No,/tool/storyboard,No,39,4,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,Yes,Yes,/facebook.com,162.243.108.141,11,No,Yes
Allen Springer,No,/tool/storyboard,No,39,3,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,Yes,/facebook.com,191.96.42.80,5,Yes,Yes
James Gallagher,No,/tool/storyboard,No,39,5,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,No,Yes,/mail.google.com,162.243.108.129,8,Yes,Yes
Frank Cochran,No,/tool/build_query,No,39,1,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,Yes,Yes,/facebook.com,159.203.166.41,5,Yes,Yes
Robert Allen,No,/tool/storyboard,No,1299,7,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,No,zoom.com,174.138.54.49,10,Yes,Yes
Edna Arellano,No,/tool/storyboard,No,39,3,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,No,Yes,/quora,142.93.8.33,5,Yes,Yes
Jonathan Murillo,No,/tool/storyboard,No,1299,4,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,No,No,/tripadvisor.com,159.203.166.41,15,No,Yes
Lawrence Manning,No,/tool/storyboard,No,39,4,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,No,No,zoom.com,67.205.132.241,9,Yes,Yes
Brenda Gautreaux,Yes,/tool/storyboard,Yes,169,14,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,No,Yes,/slack.com,198.199.120.102,14,Yes,Yes
Wendy Davis,Yes,/tool/storyboard,Yes,39,13,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,No,No,/mail.google.com,102.129.249.120,13,Yes,Yes
Andrew Dailey,Yes,/tool/storyboard,Yes,39,12,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,Yes,Yes,/quora,165.227.215.62,12,No,Yes
Mary Schmidt,No,/tool/storyboard,No,39,2,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,No,Yes,/tripadvisor.com,142.93.8.33,14,No,No
Dale West,No,/tool/storyboard,No,169,5,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,No,No,hotels.com,142.93.8.33,4,Yes,Yes
Joseph Valentin,No,/tool/storyboard,Yes,39,10,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,No,Yes,/google.com,191.96.42.80,9,No,No
James Garza,No,/home,No,39,3,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,Yes,Yes,/google.com,134.209.44.228,6,No,Yes
Kenneth Young,Yes,/tool/storyboard,Yes,39,10,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,No,No,/tripadvisor.com,138.68.41.90,10,No,No
William Callahan,No,/tool/storyboard,No,1299,5,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,Yes,No,/slack.com,67.205.132.241,11,No,No
Sheila Gonzales,No,/tool/storyboard,No,169,6,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,No,Yes,/tripadvisor.com,159.203.166.41,7,No,Yes
Ralph Smith,No,/tool/storyboard,Yes,39,9,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,No,Yes,zoom.com,138.68.240.218,11,No,No
Erica Hairston,Yes,/dashboard,Yes,39,10,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,Yes,Yes,/facebook.com,134.209.44.228,5,Yes,Yes
Elizabeth Vazquez,No,/tool/storyboard,No,39,6,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,No,Yes,/facebook.com,159.203.166.41,8,No,Yes
Linda Hodges,No,/tool/storyboard,No,169,3,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,Yes,Yes,/quora,142.93.8.33,8,Yes,No
Christopher Thompson,Yes,/tool/storyboard,Yes,169,5,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,No,No,/google.com,134.209.44.228,7,Yes,Yes
Starla Maxwell,No,/tool/storyboard,No,169,4,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,No,Yes,/tripadvisor.com,162.243.108.141,6,Yes,No
Mary Hamm,No,/dashboard,No,169,3,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,No,Yes,/google.com,72.35.40.34,14,Yes,Yes
Chasity Klock,Yes,/tool/build_query,Yes,39,13,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,Yes,Yes,/quora,34.87.141.207,16,No,Yes
Debra Mccall,No,/tool/storyboard,No,39,3,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,Yes,/mail.google.com,165.227.215.62,6,No,Yes
Brooke Crate,No,/tool/storyboard,No,169,6,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,No,/facebook.com,138.68.41.90,6,Yes,Yes
William Wells,No,/tool/storyboard,No,1299,4,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,No,Yes,/mail.google.com,162.243.107.120,10,No,No
Joseph Lucarelli,No,/tool/storyboard,No,39,4,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,Yes,No,/mail.google.com,138.68.41.90,15,No,No
Susan Jackson,Yes,/tool/storyboard,Yes,1299,12,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,Yes,/quora,192.200.200.99,8,No,Yes
Andrea Tucker,No,/tool/storyboard,No,39,3,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,Yes,No,/mail.google.com,34.87.141.207,6,No,No
Joyce Anderson,No,/tool/storyboard,Yes,1299,9,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,Yes,Yes,zoom.com,138.68.41.90,5,Yes,Yes
Roy Mensalvas,No,/tool/storyboard,No,1299,3,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,Yes,No,hotels.com,67.205.132.241,16,Yes,No
Dawn Desouza,Yes,/tool/storyboard,Yes,169,12,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,No,Yes,/tripadvisor.com,191.96.42.80,13,No,Yes
Jeff Byrd,No,/tool/storyboard,No,39,6,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,No,No,/tripadvisor.com,192.200.200.99,12,Yes,Yes
Richard Harris,Yes,/tool/build_query,Yes,39,11,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,No,No,/facebook.com,162.243.108.141,7,Yes,Yes
Deborah Murch,No,/tool/storyboard,No,169,5,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,Yes,Yes,/tripadvisor.com,45.55.9.218,16,Yes,Yes
Alice Neal,No,/dashboard,No,39,3,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,No,No,/google.com,191.96.42.80,9,No,Yes
Stephanie Andrews,No,/tool/storyboard,No,169,5,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,No,Yes,zoom.com,34.87.141.207,9,Yes,Yes
Brenda Fuller,No,/tool/storyboard,No,169,6,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,Yes,zoom.com,165.227.215.62,12,No,No
Gary Modlin,No,/tool/storyboard,No,39,5,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,Yes,/slack.com,67.205.132.241,15,No,No
Bernard Norwood,No,/tool/storyboard,No,1299,5,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,No,Yes,/mail.google.com,134.209.44.228,14,Yes,Yes
John Kitts,No,/tool/storyboard,No,39,5,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,Yes,Yes,hotels.com,192.200.200.99,4,Yes,Yes
Michael Voll,No,/tool/storyboard,No,39,5,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,Yes,hotels.com,162.243.108.129,14,Yes,Yes
Eddie Sims,No,/tool/storyboard,No,169,5,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,Yes,Yes,/google.com,45.55.9.218,9,No,No
Corrine Schwartz,Yes,/tool/search,Yes,39,11,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,No,Yes,/google.com,174.138.54.49,14,No,Yes
William Farmer,No,/tool/storyboard,No,39,5,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,No,No,/google.com,174.138.54.49,4,No,Yes
Michael Kinser,No,/tool/storyboard,No,169,3,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,No,No,/mail.google.com,134.209.44.228,6,Yes,Yes
Anthony Hardman,No,/tool/storyboard,No,169,3,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,Yes,No,hotels.com,67.205.132.241,6,Yes,Yes
Kimberly Pless,Yes,/tool/storyboard,Yes,39,7,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,Yes,Yes,/google.com,142.93.8.33,11,No,Yes
William Moore,Yes,/tool/storyboard,Yes,39,14,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,No,Yes,zoom.com,162.243.108.141,16,No,No
Christopher Sweeney,Yes,/tool/storyboard,Yes,39,11,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,No,/mail.google.com,162.243.108.161,9,No,No
Barbara Mcelroy,No,/tool/storyboard,No,1299,3,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,Yes,Yes,hotels.com,45.55.9.218,11,No,No
Mario Davis,No,/tool/storyboard,No,39,5,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,No,No,/tripadvisor.com,162.243.108.129,5,Yes,Yes
Frederick Uhm,No,/tool/storyboard,No,39,5,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,No,hotels.com,72.35.40.34,4,Yes,No
Larry Crouch,Yes,/tool/storyboard,Yes,169,12,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,No,Yes,/quora,162.243.107.120,7,No,Yes
Regina Winget,No,/tool/storyboard,No,169,3,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,Yes,No,/tripadvisor.com,102.129.249.120,15,No,No
Ina Musante,Yes,/tool/storyboard,Yes,39,14,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,Yes,Yes,/mail.google.com,142.93.8.33,10,No,Yes
Carolyn Bennett,Yes,/tool/storyboard,Yes,39,13,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,No,/facebook.com,191.96.42.80,11,Yes,No
Donald Sipriano,Yes,/tool/storyboard,Yes,39,9,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,No,Yes,/quora,162.243.108.161,6,No,No
Mark Toadvine,No,/tool/storyboard,No,1299,5,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,No,/quora,165.227.215.62,12,Yes,No
Angela Rutherford,No,/dashboard,No,169,0,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,No,/slack.com,138.68.240.218,16,No,Yes
Lloyd Mason,No,/tool/storyboard,No,169,6,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,No,/facebook.com,138.68.41.90,4,Yes,Yes
Fay Stephens,No,/tool/storyboard,No,39,3,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,No,No,/mail.google.com,198.199.120.102,6,No,Yes
Dustin Fiore,Yes,/home,Yes,39,5,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,No,Yes,/mail.google.com,162.243.108.129,9,No,No
Brian Travis,Yes,/tool/storyboard,Yes,39,7,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,No,/facebook.com,192.200.200.99,9,Yes,Yes
Larry Anthony,No,/tool/storyboard,No,39,5,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,Yes,Yes,/quora,72.35.40.34,4,Yes,No
Jerry Miller,No,/tool/storyboard,No,169,1,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,No,No,hotels.com,162.243.107.120,15,Yes,Yes
Donna Ridenhour,No,/tool/storyboard,No,39,4,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,No,No,/tripadvisor.com,165.227.215.62,6,No,No
Michael Bates,No,/tool/storyboard,No,169,4,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,Yes,hotels.com,45.55.9.218,4,Yes,Yes
Britney Toussaint,Yes,/tool/storyboard,Yes,169,8,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,Yes,hotels.com,162.243.108.161,12,Yes,No
Matthew Jackson,No,/tool/storyboard,Yes,169,16,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,Yes,Yes,hotels.com,138.68.41.90,15,Yes,No
Monica Wilson,No,/tool/storyboard,No,1299,6,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,Yes,/facebook.com,67.205.132.241,13,Yes,Yes
Mary Michalik,No,/tool/storyboard,No,169,2,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,Yes,No,hotels.com,67.205.132.241,5,No,Yes
Vito Marsh,Yes,/tool/storyboard,Yes,39,5,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,Yes,Yes,hotels.com,102.129.249.120,9,No,Yes
Jason Morris,No,/tool/storyboard,No,39,4,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,Yes,Yes,/google.com,138.68.240.218,11,No,Yes
Dana Lewis,Yes,/tool/search,Yes,1299,7,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,No,Yes,/slack.com,142.93.8.33,16,No,Yes
Robert Barkett,No,/tool/storyboard,No,39,3,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,No,Yes,/google.com,192.200.200.99,7,No,Yes
Bernadette Scott,Yes,/tool/build_query,Yes,39,13,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,Yes,No,/quora,138.197.222.35,7,No,Yes
Shirley Pendleton,No,/dashboard,No,169,0,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,No,Yes,/tripadvisor.com,102.129.249.120,4,No,No
Dorotha Vasquez,No,/login,Yes,39,5,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,Yes,No,/facebook.com,138.68.240.218,9,Yes,Yes
James Johnson,Yes,/tool/storyboard,Yes,169,16,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,No,Yes,/mail.google.com,72.35.40.34,7,No,No
Charles Ratcliffe,Yes,/tool/storyboard,Yes,39,14,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,No,Yes,/quora,162.243.108.141,15,Yes,No
Carmen Rhodes,No,/tool/storyboard,No,39,5,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,Yes,zoom.com,165.227.215.62,6,Yes,Yes
Kim Volk,Yes,/tool/storyboard,Yes,169,11,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,No,Yes,/slack.com,162.243.108.161,7,No,Yes
James Conder,No,/tool/storyboard,No,169,4,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,No,Yes,/tripadvisor.com,174.138.54.49,14,Yes,No
Blanca Fonseca,Yes,/tool/storyboard,Yes,39,10,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,No,No,/slack.com,138.197.222.35,16,No,No
William Poulin,No,/tool/storyboard,No,39,5,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,Yes,No,/quora,192.200.200.99,4,No,Yes
Spencer Phillips,Yes,/tool/storyboard,Yes,169,14,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,No,/tripadvisor.com,138.68.41.90,6,No,Yes
Sheryl Sells,No,/tool/storyboard,No,169,3,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,Yes,Yes,/facebook.com,138.68.41.90,4,No,No
Joann Cash,No,/tool/storyboard,No,39,5,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,Yes,No,/tripadvisor.com,198.199.120.102,9,Yes,No
Carmen Upton,No,/tool/storyboard,No,39,2,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,No,Yes,hotels.com,192.200.200.99,4,Yes,No
Joanne Flemmons,Yes,/tool/storyboard,Yes,39,13,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,No,Yes,/tripadvisor.com,34.87.141.207,4,No,No
Jonnie Jefferson,Yes,/tool/build_query,Yes,39,10,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,Yes,No,/tripadvisor.com,142.93.8.33,9,No,Yes
George Zuchowski,Yes,/tool/storyboard,Yes,1299,10,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,No,No,/tripadvisor.com,67.205.132.241,5,Yes,Yes
James Jarvi,No,/tool/storyboard,No,169,2,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,No,No,/slack.com,138.68.240.218,12,No,Yes
Bobby Mccall,No,/tool/storyboard,No,39,3,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,Yes,No,/quora,191.96.42.80,7,Yes,No
Lois Pohl,No,/tool/storyboard,Yes,39,6,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,Yes,Yes,zoom.com,138.197.222.35,13,No,Yes
Florencio Hutton,No,/tool/storyboard,No,39,6,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,No,No,/google.com,198.199.120.102,10,No,Yes
Ella Stevens,No,/login,No,169,4,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,No,Yes,/tripadvisor.com,102.129.249.120,7,Yes,No
David Shipman,No,/tool/storyboard,Yes,1299,14,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,Yes,Yes,hotels.com,162.243.108.141,7,Yes,No
Mary Watkins,Yes,/tool/storyboard,Yes,169,6,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,Yes,Yes,/tripadvisor.com,72.35.40.34,6,No,Yes
Rina Alexander,No,/tool/storyboard,No,169,4,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,No,Yes,/facebook.com,162.243.108.129,8,No,No
Nakia Fay,No,/home,No,39,1,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,Yes,/tripadvisor.com,174.138.54.49,9,Yes,Yes
Ryan Holsinger,Yes,/tool/storyboard,Yes,169,16,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,Yes,No,/tripadvisor.com,72.35.40.34,4,Yes,No
Gary Grijalva,Yes,/home,Yes,169,5,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,Yes,No,hotels.com,162.243.108.161,8,No,Yes
Edward Talbert,Yes,/tool/storyboard,Yes,39,7,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,No,No,/quora,45.55.9.218,13,No,No
Rochelle Sanders,No,/tool/storyboard,Yes,39,11,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,Yes,No,/google.com,159.203.166.41,10,No,Yes
Michael Sears,Yes,/tool/storyboard,Yes,169,11,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,Yes,Yes,zoom.com,72.35.40.34,10,No,Yes
Greg Tomopoulos,No,/tool/storyboard,No,169,6,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,Yes,/quora,174.138.54.49,15,Yes,No
Ramona Chilcutt,Yes,/tool/search,Yes,169,5,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,No,No,/quora,45.55.9.218,11,Yes,Yes
Melinda Davis,No,/tool/storyboard,No,39,6,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,Yes,/google.com,162.243.107.120,16,Yes,No
Kenneth Smith,Yes,/tool/storyboard,Yes,39,8,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,No,Yes,/google.com,138.68.41.90,15,No,No
Jack Benoit,No,/tool/storyboard,No,169,2,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,No,hotels.com,138.68.240.218,9,No,Yes
Krystal Rump,No,/tool/storyboard,No,39,3,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,Yes,Yes,Yes,/slack.com,162.243.108.129,13,No,No
Emily Cepero,No,/tool/storyboard,No,39,3,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,No,/facebook.com,138.68.240.218,4,No,No
Jerry Warner,Yes,/tool/storyboard,Yes,169,12,Worldsource Wealth Management,Finance,$100M - $500M,East,No,No,Yes,Yes,hotels.com,162.243.108.129,8,No,Yes
Victor Estrada,No,/tool/storyboard,No,39,5,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,No,Yes,/tripadvisor.com,138.197.222.35,10,Yes,No
Gay Barker,No,/tool/storyboard,No,169,5,Worldsource Wealth Management,Finance,$100M - $500M,East,No,Yes,Yes,Yes,/facebook.com,142.93.8.33,11,No,Yes
Debra Koch,No,/tool/storyboard,No,169,4,Worldsource Wealth Management,Finance,$100M - $500M,East,Yes,No,Yes,Yes,/facebook.com,162.243.108.129,16,No,No
